day,customer_id,customer_type,total_sales
2018-12-06,1110416621652,Returning,43.600
2018-12-06,1121830666324,First-time,164.800
2018-12-06,81306353689,Returning,34.900
2018-12-06,128000294937,Returning,39.800
2018-12-06,82859950105,Returning,30.950
2018-12-06,1121364443220,First-time,25.650
2018-12-06,359542554649,Returning,44.800
2018-12-06,225284161561,Returning,34.000
2018-12-06,852548059220,Returning,181.200
2018-12-06,109816709145,Returning,69.600
2018-12-06,429761069081,Returning,61.000
2018-12-06,670571954260,Returning,137.900
2018-12-06,1120825835604,First-time,25.000
2018-12-06,6107536332,Returning,33.000
2018-12-06,5742445388,Returning,78.490
2018-12-06,5074664652,Returning,67.850
2018-12-06,647547387988,Returning,155.100
2018-12-06,1122009186388,First-time,41.800
2018-12-06,853111537748,First-time,92.630
2018-12-06,629351710804,Returning,133.400
2018-12-07,1094328778836,Returning,40.800
2018-12-07,1122805219412,First-time,237.310
2018-12-07,1123185786964,First-time,31.200
2018-12-07,109585432601,Returning,56.100
2018-12-07,5599570444,Returning,93.200
2018-12-07,389374574617,Returning,84.500
2018-12-07,417680916505,Returning,64.600
2018-12-07,671234031700,Returning,37.000
2018-12-07,6660970572,Returning,90.750
2018-12-07,106003922969,Returning,44.800
2018-12-07,396572196889,Returning,37.000
2018-12-07,6421566092,Returning,32.900
2018-12-07,396532842521,Returning,45.090
2018-12-07,175499182105,Returning,162.770
2018-12-07,681989832788,Returning,26.500
2018-12-07,165760139289,Returning,107.400
2018-12-07,752048210004,Returning,223.600
2018-12-07,667198128212,Returning,40.500
2018-12-07,628376371284,Returning,159.900
2018-12-07,1123111895124,First-time,99.000
2018-12-07,6546381260,Returning,176.650
2018-12-07,1122886975572,First-time,510.000
2018-12-07,631254810708,Returning,228.000
2018-12-07,1122888581204,First-time,26.000
2018-12-07,1122845622356,First-time,42.000
2018-12-07,618288971860,Returning,45.000
2018-12-07,666445414484,Returning,84.400
2018-12-07,379311423513,Returning,25.400
2018-12-07,167583580185,Returning,26.800
2018-12-07,1123150430292,First-time,38.400
2018-12-07,602481885268,Returning,25.400
2018-12-07,5499697036,Returning,57.800
2018-12-07,686765342804,Returning,38.400
2018-12-07,1123262758996,First-time,46.000
2018-12-07,849648418900,Returning,49.050
2018-12-07,619927994452,Returning,59.000
2018-12-07,687124021332,Returning,97.580
2018-12-07,663496786004,Returning,70.000
2018-12-07,257418297369,Returning,166.900
2018-12-07,1110365470804,Returning,29.800
2018-12-07,8957231129,Returning,25.800
2018-12-07,628904656980,Returning,45.500
2018-12-07,5146400844,Returning,321.600
2018-12-07,1112421040212,Returning,73.300
2018-12-07,742609420372,Returning,25.800
2018-12-07,861923147860,Returning,25.850
2018-12-07,416610385945,Returning,89.900
2018-12-07,701889642580,Returning,35.600
2018-12-07,678296649812,Returning,48.700
2018-12-07,696763023444,Returning,29.000
2018-12-07,378460831769,Returning,33.100
2018-12-07,49293623321,Returning,61.910
2018-12-07,694545580116,Returning,29.010
2018-12-07,3826936390,Returning,64.020
2018-12-07,746477191252,Returning,142.000
2018-12-07,6422704460,Returning,83.500
2018-12-07,35879387161,Returning,77.500
2018-12-07,421845499929,Returning,116.100
2018-12-07,736436813908,Returning,136.000
2018-12-07,398815887385,Returning,28.000
2018-12-07,628947189844,Returning,46.200
2018-12-07,161648082969,Returning,121.000
2018-12-07,1123178905684,First-time,132.530
2018-12-07,1123053404244,First-time,27.900
2018-12-07,860692250708,Returning,150.700
2018-12-07,294626983961,Returning,55.100
2018-12-07,842798596180,Returning,105.600
2018-12-07,1122978299988,First-time,36.060
2018-12-07,1123189129300,First-time,88.260
2018-12-07,747003969620,Returning,27.600
2018-12-07,401956634649,Returning,34.960
2018-12-07,277555740697,Returning,46.900
2018-12-07,681804169300,Returning,35.450
2018-12-07,734303420500,Returning,40.100
2018-12-07,167623622681,Returning,100.100
2018-12-07,602990149716,Returning,157.510
2018-12-07,1123322167380,First-time,67.750
2018-12-07,417690419225,Returning,46.500
2018-12-07,5651166412,Returning,45.000
2018-12-07,6072340748,Returning,105.600
2018-12-07,4686424908,Returning,208.080
2018-12-07,168753004569,Returning,139.900
2018-12-07,626668732500,Returning,112.700
2018-12-07,369080959001,Returning,129.900
2018-12-07,334923595801,Returning,49.000
2018-12-07,739548987476,Returning,66.400
2018-12-07,1123202924628,First-time,86.300
2018-12-07,637076734036,Returning,26.000
2018-12-07,1123204989012,First-time,81.230
2018-12-07,3464097094,Returning,64.800
2018-12-07,670103273556,Returning,25.800
2018-12-07,1123020832852,First-time,46.450
2018-12-07,430441627673,Returning,75.500
2018-12-08,603580268628,Returning,158.300
2018-12-08,1123604004948,First-time,105.250
2018-12-08,658709774420,Returning,27.300
2018-12-08,606278123604,Returning,31.000
2018-12-08,4352367942,Returning,67.850
2018-12-08,1124216209492,First-time,91.540
2018-12-08,1124237049940,First-time,84.400
2018-12-08,1124327522388,First-time,48.000
2018-12-08,267758239769,Returning,31.000
2018-12-08,352817119257,Returning,109.250
2018-12-08,415084740633,Returning,0.000
2018-12-08,4975379404,Returning,159.900
2018-12-08,268265881625,Returning,119.000
2018-12-08,423701544985,Returning,68.000
2018-12-08,684817678420,Returning,33.900
2018-12-08,199322632217,Returning,95.300
2018-12-08,861803872340,Returning,143.600
2018-12-08,6211205260,Returning,76.000
2018-12-08,6431949324,Returning,159.900
2018-12-08,15275229209,Returning,104.980
2018-12-08,660990525524,Returning,46.700
2018-12-08,432329031705,Returning,80.000
2018-12-08,676754718804,Returning,134.600
2018-12-08,1124182720596,First-time,80.750
2018-12-08,311724081177,Returning,47.600
2018-12-08,409250824217,Returning,68.400
2018-12-08,401891819545,Returning,188.000
2018-12-08,74325229593,Returning,78.400
2018-12-08,696135549012,Returning,149.900
2018-12-08,606441373780,Returning,127.950
2018-12-08,611120545876,Returning,41.970
2018-12-08,6376810124,Returning,45.600
2018-12-08,402554814489,Returning,36.900
2018-12-08,319771443225,Returning,56.800
2018-12-08,621278953556,Returning,27.800
2018-12-08,665793953876,Returning,77.300
2018-12-08,695356719188,Returning,59.500
2018-12-08,700463513684,Returning,43.300
2018-12-08,1122539667540,First-time,55.100
2018-12-08,634973159508,Returning,105.300
2018-12-08,636595372116,Returning,32.900
2018-12-08,129162772505,Returning,132.600
2018-12-08,179065552921,Returning,149.900
2018-12-08,5360474572,Returning,114.900
2018-12-08,845620674644,Returning,51.800
2018-12-08,684226281556,Returning,54.500
2018-12-08,5378982796,Returning,27.200
2018-12-08,6264801100,Returning,131.900
2018-12-08,421360893977,Returning,32.500
2018-12-08,377168461849,Returning,42.000
2018-12-08,1124258742356,First-time,112.100
2018-12-08,633019531348,Returning,27.500
2018-12-08,1124337123412,First-time,32.000
2018-12-08,280097685529,Returning,89.000
2018-12-08,6222405388,Returning,73.990
2018-12-08,627635683412,Returning,25.250
2018-12-08,667411087444,Returning,25.300
2018-12-08,618706108500,Returning,43.400
2018-12-08,1093473960020,Returning,44.800
2018-12-08,4888170572,Returning,38.400
2018-12-08,852190658644,Returning,32.100
2018-12-08,752846372948,Returning,84.400
2018-12-08,121502662681,Returning,133.800
2018-12-08,1124065411156,First-time,58.000
2018-12-08,611486072916,Returning,33.600
2018-12-08,224079085593,Returning,102.000
2018-12-08,387101327385,Returning,41.910
2018-12-08,1115337424980,First-time,126.260
2018-12-08,125091643417,Returning,67.400
2018-12-08,5055376972,Returning,56.980
2018-12-08,1124400726100,First-time,38.400
2018-12-08,1124345249876,First-time,56.000
2018-12-08,604852453460,Returning,54.850
2018-12-08,205292601369,Returning,72.600
2018-12-08,676344627284,First-time,394.640
2018-12-08,1116404154452,Returning,59.500
2018-12-08,334883946521,Returning,11.700
2018-12-08,259857711129,Returning,102.210
2018-12-08,401847549977,Returning,51.400
2018-12-08,154823229465,Returning,96.500
2018-12-08,614614499412,First-time,35.720
2018-12-08,5537661580,Returning,118.000
2018-12-08,665293553748,Returning,29.400
2018-12-08,409071845401,Returning,173.500
2018-12-08,227220324377,Returning,42.000
2018-12-08,1124397973588,First-time,149.900
2018-12-08,6490665164,Returning,76.000
2018-12-08,615804960852,Returning,81.800
2018-12-08,1124563943508,First-time,52.700
2018-12-08,401964171289,Returning,49.600
2018-12-08,6152050444,Returning,67.800
2018-12-08,860044787796,Returning,51.000
2018-12-08,732027519060,Returning,43.000
2018-12-08,683969380436,Returning,28.800
2018-12-08,692160397396,Returning,119.000
2018-12-08,168490598425,Returning,122.850
2018-12-08,128241598489,Returning,49.590
2018-12-08,6392808204,Returning,39.900
2018-12-09,603738538068,Returning,61.500
2018-12-09,1113483968596,Returning,39.900
2018-12-09,1124791877716,First-time,28.200
2018-12-09,3881853958,Returning,93.850
2018-12-09,251693236249,Returning,33.300
2018-12-09,281826525209,Returning,38.400
2018-12-09,392484225049,Returning,173.740
2018-12-09,5787134412,Returning,78.800
2018-12-09,408950276121,Returning,63.250
2018-12-09,171325390873,First-time,30.500
2018-12-09,98419736601,Returning,191.900
2018-12-09,5543807372,Returning,204.800
2018-12-09,16043704345,Returning,183.600
2018-12-09,332769493017,Returning,150.000
2018-12-09,1113757384788,Returning,33.900
2018-12-09,428941606937,Returning,130.500
2018-12-09,692355498068,Returning,159.900
2018-12-09,6123117068,Returning,42.200
2018-12-09,698331070548,Returning,92.450
2018-12-09,4101381766,Returning,41.700
2018-12-09,381785767961,Returning,25.000
2018-12-09,701715382356,Returning,65.300
2018-12-09,627701153876,Returning,62.300
2018-12-09,857878560852,First-time,70.020
2018-12-09,1118723342420,Returning,42.500
2018-12-09,611058057300,Returning,25.600
2018-12-09,6329341196,Returning,49.300
2018-12-09,3911230406,Returning,223.850
2018-12-09,4835521804,Returning,42.680
2018-12-09,6422786380,Returning,137.700
2018-12-09,254690426905,Returning,153.400
2018-12-09,1124723884116,First-time,30.300
2018-12-09,4376735558,Returning,96.500
2018-12-09,5604247436,Returning,316.650
2018-12-09,631806001236,Returning,128.900
2018-12-09,144414769177,Returning,158.300
2018-12-09,253847109657,Returning,213.300
2018-12-09,371878527001,Returning,134.900
2018-12-09,294603620377,Returning,187.200
2018-12-09,433799069721,Returning,25.900
2018-12-09,6620353612,Returning,34.000
2018-12-09,119273979929,Returning,139.000
2018-12-09,281311215641,Returning,119.900
2018-12-09,1125598658644,First-time,37.050
2018-12-09,5136254732,Returning,86.800
2018-12-09,849627512916,Returning,133.900
2018-12-09,431142731801,Returning,37.700
2018-12-09,658749751380,Returning,240.470
2018-12-09,744294973524,Returning,94.000
2018-12-09,5997542796,Returning,32.450
2018-12-09,1125714395220,First-time,106.500
2018-12-09,6610537932,Returning,89.800
2018-12-09,1125647515732,First-time,30.310
2018-12-09,631634722900,Returning,105.600
2018-12-09,432500506649,Returning,150.500
2018-12-09,635039318100,Returning,68.400
2018-12-09,667346763860,Returning,50.000
2018-12-09,6378759180,Returning,46.500
2018-12-09,326238765081,Returning,98.300
2018-12-09,6678546316,Returning,35.900
2018-12-09,6479983052,Returning,32.000
2018-12-09,844411240532,Returning,159.900
2018-12-09,607538741332,Returning,278.000
2018-12-09,608755941460,Returning,147.930
2018-12-09,1125646401620,First-time,60.000
2018-12-09,856031363156,Returning,67.700
2018-12-09,1125321572436,First-time,31.900
2018-12-09,4810596556,Returning,187.900
2018-12-09,33796980761,Returning,29.500
2018-12-09,1125779046484,First-time,79.800
2018-12-09,3728246918,Returning,146.200
2018-12-09,677557960788,Returning,42.680
2018-12-09,1125360762964,First-time,38.900
2018-12-09,697292554324,Returning,55.700
2018-12-09,410366607385,Returning,108.250
2018-12-09,351296520217,Returning,159.900
2018-12-09,109312213017,Returning,52.200
2018-12-09,735904989268,Returning,56.900
2018-12-09,6599518092,Returning,93.000
2018-12-09,198357549081,Returning,25.800
2018-12-09,681804169300,Returning,51.900
2018-12-09,613637488724,Returning,298.200
2018-12-09,374578511897,Returning,99.270
2018-12-09,842895130708,Returning,150.000
2018-12-09,1125271502932,First-time,52.900
2018-12-09,413906534425,Returning,77.220
2018-12-09,5605597260,Returning,84.500
2018-12-09,4796991244,Returning,42.700
2018-12-09,681187442772,Returning,32.500
2018-12-09,1124691116116,First-time,51.300
2018-12-09,191675432985,Returning,173.300
2018-12-09,348641296409,Returning,25.000
2018-12-09,228951523353,Returning,147.200
2018-12-09,853860450388,Returning,78.900
2018-12-09,5686034380,Returning,149.430
2018-12-09,1125689786452,First-time,37.810
2018-12-09,627817709652,Returning,112.400
2018-12-09,410254704665,Returning,64.700
2018-12-09,416447791129,Returning,89.200
2018-12-10,853860450388,Returning,159.900
2018-12-10,6087896524,Returning,50.980
2018-12-10,190733058073,Returning,53.990
2018-12-10,682779082836,Returning,164.500
2018-12-10,1118969823316,First-time,27.700
2018-12-10,842895130708,Returning,38.810
2018-12-10,848680976468,First-time,17.520
2018-12-10,6232070028,Returning,134.900
2018-12-10,748003983444,Returning,25.180
2018-12-10,740200317012,Returning,79.800
2018-12-10,745523609684,Returning,35.700
2018-12-10,636233973844,Returning,55.500
2018-12-10,1127256686676,First-time,99.670
2018-12-10,747166171220,Returning,26.200
2018-12-10,428938035225,Returning,149.900
2018-12-10,4005445830,Returning,159.900
2018-12-10,6304494348,Returning,208.400
2018-12-10,96981024793,Returning,150.000
2018-12-10,6264228300,Returning,139.830
2018-12-10,3151163142,Returning,13.520
2018-12-10,4662843788,Returning,182.000
2018-12-10,846437122132,Returning,52.700
2018-12-10,1126875136084,First-time,38.600
2018-12-10,1126750715988,First-time,27.900
2018-12-10,344725585945,Returning,150.000
2018-12-10,352300957721,Returning,43.800
2018-12-10,624104570964,Returning,26.780
2018-12-10,1120123584596,First-time,52.600
2018-12-10,853791342676,Returning,131.900
2018-12-10,1127058833492,First-time,25.180
2018-12-10,235289411609,Returning,124.800
2018-12-10,736523976788,Returning,55.600
2018-12-10,102292586521,Returning,42.000
2018-12-10,6635240396,Returning,132.500
2018-12-10,669476192340,First-time,66.640
2018-12-10,628973731924,Returning,43.590
2018-12-10,1123170091092,First-time,63.800
2018-12-10,129342210073,Returning,192.800
2018-12-10,370324570137,Returning,25.800
2018-12-10,749658505300,Returning,95.100
2018-12-10,370453315609,Returning,59.800
2018-12-10,843216486484,Returning,30.000
2018-12-10,305043669017,Returning,185.000
2018-12-10,177114480665,Returning,39.800
2018-12-10,146945212441,Returning,38.900
2018-12-10,687894462548,Returning,95.400
2018-12-10,1126866780244,First-time,83.900
2018-12-10,5985501708,Returning,88.000
2018-12-10,400931586073,Returning,199.600
2018-12-10,635942240340,Returning,42.200
2018-12-10,1127051264084,First-time,308.300
2018-12-10,419701358617,Returning,35.250
2018-12-10,616550170708,Returning,99.000
2018-12-10,612891000916,Returning,31.920
2018-12-10,735717589076,Returning,89.800
2018-12-10,1126509051988,First-time,217.590
2018-12-10,668628385876,Returning,100.300
2018-12-10,693049622612,Returning,53.800
2018-12-10,689715511380,Returning,79.600
2018-12-10,359969357849,Returning,65.550
2018-12-10,1121545912404,Returning,22.600
2018-12-10,1127242498132,First-time,59.090
2018-12-10,395841798169,Returning,40.690
2018-12-10,360650309657,Returning,42.800
2018-12-10,1126999785556,First-time,68.070
2018-12-10,1126867206228,First-time,75.810
2018-12-10,1126773227604,First-time,212.040
2018-12-10,5454173132,Returning,60.730
2018-12-10,1126900564052,First-time,44.510
2018-12-10,698151796820,Returning,127.500
2018-12-10,1126811205716,First-time,129.600
2018-12-10,4129443078,Returning,88.000
2018-12-10,745646030932,Returning,48.000
2018-12-10,303163899929,Returning,149.900
2018-12-10,1101445857364,First-time,45.610
2018-12-10,619333550164,Returning,170.600
2018-12-10,859150123092,Returning,60.050
2018-12-10,196504748057,Returning,121.900
2018-12-10,847914270804,Returning,26.900
2018-12-10,614298648660,Returning,96.030
2018-12-10,5818761036,Returning,31.000
2018-12-10,247614963737,Returning,55.000
2018-12-10,1126572654676,First-time,47.740
2018-12-10,389492736025,Returning,46.560
2018-12-10,1125987549268,First-time,62.200
2018-12-10,302136426521,Returning,60.000
2018-12-10,859724316756,Returning,84.500
2018-12-10,1125954519124,First-time,109.730
2018-12-10,663475978324,Returning,75.010
2018-12-10,679053262932,Returning,47.780
2018-12-10,1127034388564,First-time,73.720
2018-12-10,233313959961,Returning,54.080
2018-12-10,145528160281,Returning,53.480
2018-12-10,857034981460,Returning,49.000
2018-12-10,679086162004,Returning,176.290
2018-12-10,1126658375764,First-time,105.200
2018-12-10,606459068500,Returning,77.020
2018-12-10,409652101145,Returning,88.000
2018-12-10,647612432468,Returning,59.700
2018-12-10,853791342676,First-time,22.900
2018-12-10,1126952730708,First-time,91.000
2018-12-10,1125966938196,First-time,43.280
2018-12-10,1126911049812,First-time,25.150
2018-12-10,6575743820,Returning,33.400
2018-12-10,1125522309204,First-time,105.360
2018-12-10,1126960136276,First-time,37.800
2018-12-10,1106045239380,First-time,33.250
2018-12-10,1126868615252,First-time,151.910
2018-12-10,617087762516,Returning,81.800
2018-12-10,679726350420,Returning,59.700
2018-12-10,417680916505,Returning,46.370
2018-12-10,1125947539540,First-time,105.600
2018-12-11,402776621081,Returning,178.800
2018-12-11,381076045849,Returning,61.700
2018-12-11,1127962706004,Returning,163.050
2018-12-11,321521778713,Returning,52.380
2018-12-11,79309242393,Returning,135.900
2018-12-11,6370718412,Returning,74.000
2018-12-11,6331937932,Returning,53.900
2018-12-11,748624969812,Returning,46.410
2018-12-11,385570242585,Returning,232.250
2018-12-11,1128356577364,First-time,0.000
2018-12-11,5517710220,Returning,0.000
2018-12-11,859724316756,Returning,81.800
2018-12-11,6408923148,Returning,319.800
2018-12-11,106948460569,Returning,213.300
2018-12-11,602481885268,Returning,43.700
2018-12-11,625341366356,First-time,198.000
2018-12-11,320489160729,Returning,39.900
2018-12-11,603100774484,Returning,82.160
2018-12-11,844415991892,First-time,48.640
2018-12-11,409538363417,Returning,50.250
2018-12-11,295742144537,Returning,71.600
2018-12-11,1127978369108,First-time,53.170
2018-12-11,39629455385,Returning,44.900
2018-12-11,670888230996,Returning,41.400
2018-12-11,692160397396,Returning,0.000
2018-12-11,1128574517332,First-time,0.000
2018-12-11,4781854412,Returning,29.010
2018-12-11,6265409036,Returning,254.750
2018-12-11,645638488148,Returning,57.420
2018-12-11,1128292188244,First-time,39.900
2018-12-11,28637167641,Returning,173.000
2018-12-11,38575898649,Returning,52.800
2018-12-11,161648082969,Returning,63.320
2018-12-11,116414644249,Returning,28.800
2018-12-11,91611463705,Returning,42.000
2018-12-11,1126900564052,Returning,59.700
2018-12-11,5439119116,Returning,0.000
2018-12-11,235309432857,Returning,26.700
2018-12-11,374347563033,Returning,39.900
2018-12-11,849296916564,Returning,155.900
2018-12-11,5971241548,Returning,171.300
2018-12-11,4674881292,Returning,159.900
2018-12-11,1128562655316,First-time,377.000
2018-12-11,5496317580,Returning,0.000
2018-12-11,286413324313,Returning,57.800
2018-12-11,664743280724,Returning,63.000
2018-12-11,1126865633364,First-time,85.500
2018-12-11,141921910809,Returning,110.600
2018-12-11,117663957017,Returning,204.400
2018-12-11,693107982420,Returning,25.700
2018-12-11,1127975944276,First-time,45.050
2018-12-11,20502478873,Returning,117.360
2018-12-11,623740223572,Returning,31.500
2018-12-11,6454981068,Returning,150.900
2018-12-11,637914316884,Returning,49.500
2018-12-11,692950433876,Returning,39.800
2018-12-11,419664199705,Returning,0.000
2018-12-11,1127330709588,First-time,58.140
2018-12-11,1128576450644,First-time,55.200
2018-12-11,3900098374,First-time,129.110
2018-12-11,4455014534,Returning,114.500
2018-12-11,676284792916,Returning,37.800
2018-12-11,113868079129,Returning,150.000
2018-12-11,412448653337,Returning,45.900
2018-12-11,1128239530068,First-time,25.900
2018-12-11,607647268948,Returning,154.000
2018-12-11,628857503828,Returning,146.350
2018-12-11,741148459092,Returning,100.040
2018-12-11,1127797588052,First-time,93.480
2018-12-11,411810529305,Returning,0.000
2018-12-11,733598679124,Returning,31.920
2018-12-11,680535982164,Returning,30.100
2018-12-11,306380537881,Returning,28.900
2018-12-11,311815864345,Returning,49.800
2018-12-11,5836834380,Returning,162.350
2018-12-11,850944589908,Returning,48.250
2018-12-11,6426667404,Returning,56.000
2018-12-11,1128469004372,First-time,46.740
2018-12-11,5496356620,Returning,0.000
2018-12-11,90081230873,Returning,198.000
2018-12-11,697433849940,Returning,54.250
2018-12-11,183822712857,Returning,59.800
2018-12-11,691716718676,Returning,139.900
2018-12-11,1095277936724,Returning,140.910
2018-12-11,631650025556,Returning,116.100
2018-12-11,850238144596,Returning,70.800
2018-12-11,742637469780,Returning,25.850
2018-12-11,5496629900,Returning,0.000
2018-12-11,273626464281,Returning,105.200
2018-12-11,362906222617,Returning,46.900
2018-12-11,359658848281,Returning,150.900
2018-12-11,4145180742,Returning,135.900
2018-12-11,322645917721,Returning,97.500
2018-12-11,622358757460,Returning,173.600
2018-12-11,1128231862356,First-time,25.130
2018-12-11,5218463052,Returning,215.600
2018-12-11,1128114716756,First-time,0.000
2018-12-11,1128239005780,First-time,159.900
2018-12-11,4797097420,Returning,48.460
2018-12-11,677023744084,Returning,27.900
2018-12-11,5496659276,Returning,0.000
2018-12-11,1128563572820,First-time,34.000
2018-12-11,26725056537,Returning,65.400
2018-12-11,618783244372,Returning,58.090
2018-12-11,6648310860,Returning,0.000
2018-12-11,1128114716756,Returning,0.000
2018-12-11,6111507916,Returning,25.000
2018-12-11,685465370708,Returning,19.700
2018-12-11,856845844564,Returning,129.500
2018-12-11,1107063242836,Returning,92.080
2018-12-12,1129964011604,First-time,162.410
2018-12-12,168769912857,Returning,80.690
2018-12-12,628254539860,Returning,144.200
2018-12-12,1096512045140,Returning,32.900
2018-12-12,697512591444,Returning,126.230
2018-12-12,1129894412372,First-time,97.760
2018-12-12,345171329049,Returning,208.540
2018-12-12,1130482073684,First-time,73.150
2018-12-12,1129976528980,First-time,0.000
2018-12-12,740993531988,Returning,38.800
2018-12-12,138699964441,Returning,62.900
2018-12-12,370567774233,Returning,42.650
2018-12-12,662703636564,Returning,25.050
2018-12-12,265415360537,Returning,96.000
2018-12-12,848596566100,Returning,25.200
2018-12-12,274820136985,Returning,65.700
2018-12-12,5133885324,Returning,47.500
2018-12-12,405418180633,Returning,179.400
2018-12-12,1129565519956,First-time,219.450
2018-12-12,355380789273,Returning,126.400
2018-12-12,202292854809,Returning,97.400
2018-12-12,602071498836,Returning,57.950
2018-12-12,286939906073,Returning,338.500
2018-12-12,219883896857,Returning,116.300
2018-12-12,630182445140,Returning,25.550
2018-12-12,1129256681556,First-time,0.000
2018-12-12,737398784084,Returning,10.150
2018-12-12,1129731129428,Returning,72.870
2018-12-12,1129937174612,First-time,129.110
2018-12-12,5892870348,Returning,62.500
2018-12-12,100496539673,Returning,36.000
2018-12-12,105963847705,Returning,27.300
2018-12-12,413603004441,Returning,122.700
2018-12-12,1129736175700,First-time,113.500
2018-12-12,1130469294164,First-time,168.800
2018-12-12,624354426964,Returning,91.900
2018-12-12,1129937338452,First-time,561.940
2018-12-12,845751550036,Returning,44.200
2018-12-12,1130177658964,First-time,94.050
2018-12-12,387527180313,Returning,42.800
2018-12-12,192741539865,Returning,89.300
2018-12-12,1124404592724,First-time,29.010
2018-12-12,1130798612564,Returning,71.400
2018-12-12,254838308889,Returning,81.000
2018-12-12,1129020489812,First-time,58.330
2018-12-12,685335019604,Returning,0.000
2018-12-12,687553904724,Returning,29.000
2018-12-12,1130440818772,First-time,88.120
2018-12-12,1129920200788,First-time,135.900
2018-12-12,612880777300,Returning,82.500
2018-12-12,605990944852,Returning,79.900
2018-12-12,1129591242836,First-time,38.400
2018-12-12,1129723625556,First-time,44.560
2018-12-12,700996911188,Returning,26.780
2018-12-12,5397940620,Returning,29.450
2018-12-12,614675087444,Returning,45.400
2018-12-12,302320386073,Returning,45.500
2018-12-12,295672217625,Returning,61.900
2018-12-12,5735254092,Returning,65.690
2018-12-12,1128961736788,First-time,39.520
2018-12-12,357932859417,Returning,89.070
2018-12-12,6364087756,Returning,208.560
2018-12-12,418470887449,Returning,181.000
2018-12-12,4029817286,Returning,40.200
2018-12-12,312631164953,Returning,39.400
2018-12-12,402819711001,Returning,39.900
2018-12-12,6347404620,Returning,25.000
2018-12-12,402864341017,Returning,45.800
2018-12-12,690243731540,Returning,44.790
2018-12-12,5081843468,Returning,278.800
2018-12-12,660201996372,Returning,135.900
2018-12-12,365443153945,Returning,38.400
2018-12-12,5935274764,Returning,135.710
2018-12-12,746438623316,Returning,43.460
2018-12-12,618653810772,Returning,44.400
2018-12-12,620669239380,Returning,124.400
2018-12-12,1129913876564,Returning,72.850
2018-12-12,5884976332,Returning,35.270
2018-12-12,273888116761,Returning,0.000
2018-12-12,1130370302036,First-time,59.800
2018-12-12,5184714700,Returning,46.720
2018-12-12,734303420500,Returning,60.730
2018-12-12,1129544056916,First-time,195.040
2018-12-12,679921221716,Returning,25.900
2018-12-12,1129946021972,First-time,25.650
2018-12-12,748967067732,Returning,46.000
2018-12-12,172692602905,Returning,220.350
2018-12-12,4984040460,Returning,89.500
2018-12-12,219714355225,Returning,35.600
2018-12-12,3749060422,Returning,129.900
2018-12-12,303237005337,Returning,144.900
2018-12-12,297984327705,Returning,91.500
2018-12-12,4082670022,Returning,146.800
2018-12-12,842512695380,Returning,103.900
2018-12-12,749537787988,Returning,110.350
2018-12-12,685335478356,Returning,0.000
2018-12-12,684817678420,Returning,43.000
2018-12-12,637861101652,Returning,33.650
2018-12-12,861923147860,Returning,29.900
2018-12-12,423783399449,Returning,35.900
2018-12-12,5576683852,Returning,1.600
2018-12-12,309545140249,Returning,26.100
2018-12-12,733621354580,Returning,161.500
2018-12-12,1096554578004,Returning,49.500
2018-12-12,6293727948,Returning,95.100
2018-12-12,845709508692,Returning,27.900
2018-12-12,1130233364564,First-time,25.270
2018-12-12,1126800982100,First-time,49.160
2018-12-12,123616591897,Returning,113.300
2018-12-12,3859097734,Returning,61.510
2018-12-12,5349544012,First-time,9.900
2018-12-12,660726382676,Returning,0.000
2018-12-12,668901539924,Returning,26.200
2018-12-12,1129913876564,First-time,235.000
2018-12-12,213373452313,Returning,111.400
2018-12-12,375405314073,Returning,55.960
2018-12-12,1103239872596,Returning,34.150
2018-12-12,5448710092,Returning,139.900
2018-12-12,5734993548,Returning,294.800
2018-12-12,6167057740,Returning,75.500
2018-12-12,5587596620,Returning,27.350
2018-12-12,613625200724,Returning,71.300
2018-12-12,1129981149268,First-time,0.000
2018-12-12,842163355732,Returning,352.830
2018-12-12,211281870873,Returning,29.000
2018-12-12,637179002964,Returning,111.700
2018-12-12,225126678553,Returning,84.240
2018-12-12,11243880473,Returning,195.100
2018-12-12,6354524172,Returning,157.400
2018-12-12,750071349332,Returning,0.000
2018-12-12,1129733324884,First-time,55.460
2018-12-12,199362674713,Returning,25.020
2018-12-12,428916834329,Returning,31.800
2018-12-12,659126517844,Returning,190.100
2018-12-12,3834869830,Returning,87.360
2018-12-12,1129973579860,First-time,0.000
2018-12-12,6546362572,Returning,74.390
2018-12-12,5108485644,Returning,75.370
2018-12-12,749672988756,Returning,113.500
2018-12-12,659920617556,Returning,52.100
2018-12-12,256914948121,Returning,42.000
2018-12-12,420332929049,Returning,0.000
2018-12-12,744126742612,Returning,63.700
2018-12-12,695874355284,Returning,84.500
2018-12-12,237220560921,Returning,257.100
2018-12-12,752846372948,Returning,84.400
2018-12-12,632822267988,Returning,126.010
2018-12-12,1129834086484,First-time,45.890
2018-12-12,1130664984660,First-time,73.150
2018-12-12,1108208517204,Returning,69.920
2018-12-12,845635682388,Returning,101.600
2018-12-12,113505304601,Returning,133.000
2018-12-12,135102464025,Returning,86.400
2018-12-12,602463862868,Returning,220.200
2018-12-12,415221022745,Returning,39.620
2018-12-12,370800918553,Returning,125.570
2018-12-12,679843922004,Returning,45.000
2018-12-12,409915129881,Returning,41.970
2018-12-12,745531441236,Returning,196.000
2018-12-12,6620823116,Returning,94.000
